	airport_id	airport_name	year	month	origin_domestic	origin_international	origin_total	destination_domestic	destination_international	destination_total	destination_total	report_dt
223	KDEN	DENVER INTL AIRPORT	2019	12	24,321	1,048	25,369	24,296	1,038	25,334	25,334	2023-09-14
224	KDEN	DENVER INTL AIRPORT	2019	TOTAL	288,619	12,147	300,766	288,400	12,087	300,487	300,487	2023-09-14
225	KDEN	DENVER INTL AIRPORT	2020	1	23,249	1,061	24,310	23,186	1,060	24,246	24,246	2023-09-14
226	KDEN	DENVER INTL AIRPORT	2020	2	21,779	1,011	22,790	21,773	1,011	22,784	22,784	2023-09-14
227	KDEN	DENVER INTL AIRPORT	2020	3	20,557	836	21,393	20,603	832	21,435	21,435	2023-09-14
228	KDEN	DENVER INTL AIRPORT	2020	4	8,243	1	8,244	8,252	1	8,253	8,253	2023-09-14
229	KDEN	DENVER INTL AIRPORT	2020	5	8,703	 	8,703	8,715	 	8,715	8,715	2023-09-14
230	KDEN	DENVER INTL AIRPORT	2020	6	11,171	5	11,176	11,175	5	11,180	11,180	2023-09-14
231	KDEN	DENVER INTL AIRPORT	2020	7	15,824	115	15,939	15,804	118	15,922	15,922	2023-09-14
232	KDEN	DENVER INTL AIRPORT	2020	8	18,670	170	18,840	18,643	167	18,810	18,810	2023-09-14
233	KDEN	DENVER INTL AIRPORT	2020	9	16,362	171	16,533	16,375	172	16,547	16,547	2023-09-14
234	KDEN	DENVER INTL AIRPORT	2020	10	18,352	223	18,575	18,321	222	18,543	18,543	2023-09-14
235	KDEN	DENVER INTL AIRPORT	2020	11	18,306	379	18,685	18,310	374	18,684	18,684	2023-09-14
236	KDEN	DENVER INTL AIRPORT	2020	12	18,426	464	18,890	18,424	467	18,891	18,891	2023-09-14
237	KDEN	DENVER INTL AIRPORT	2020	TOTAL	199,642	4,436	204,078	199,581	4,429	204,010	204,010	2023-09-14
238	KDEN	DENVER INTL AIRPORT	2021	1	17,479	507	17,986	17,470	503	17,973	17,973	2023-09-14
239	KDEN	DENVER INTL AIRPORT	2021	2	15,648	389	16,037	15,624	392	16,016	16,016	2023-09-14
240	KDEN	DENVER INTL AIRPORT	2021	3	19,332	484	19,816	19,341	482	19,823	19,823	2023-09-14
241	KDEN	DENVER INTL AIRPORT	2021	4	20,513	527	21,040	20,509	524	21,033	21,033	2023-09-14
242	KDEN	DENVER INTL AIRPORT	2021	5	22,244	602	22,846	22,239	598	22,837	22,837	2023-09-14
243	KDEN	DENVER INTL AIRPORT	2021	6	24,502	698	25,200	24,454	685	25,139	25,139	2023-09-14
244	KDEN	DENVER INTL AIRPORT	2021	7	26,340	806	27,146	26,320	803	27,123	27,123	2023-09-14
245	KDEN	DENVER INTL AIRPORT	2021	8	26,629	828	27,457	26,612	824	27,436	27,436	2023-09-14
246	KDEN	DENVER INTL AIRPORT	2021	9	25,221	695	25,916	25,211	696	25,907	25,907	2023-09-14
247	KDEN	DENVER INTL AIRPORT	2021	10	24,184	747	24,931	24,156	743	24,899	24,899	2023-09-14
248	KDEN	DENVER INTL AIRPORT	2021	11	22,979	837	23,816	22,974	836	23,810	23,810	2023-09-14
249	KDEN	DENVER INTL AIRPORT	2021	12	22,570	933	23,503	22,569	932	23,501	23,501	2023-09-14
250	KDEN	DENVER INTL AIRPORT	2021	TOTAL	267,641	8,053	275,694	267,479	8,018	275,497	275,497	2023-09-14
251	KDEN	DENVER INTL AIRPORT	2022	1	20,508	926	21,434	20,476	920	21,396	21,396	2023-09-14
252	KDEN	DENVER INTL AIRPORT	2022	2	19,899	806	20,705	19,881	807	20,688	20,688	2023-09-14
253	KDEN	DENVER INTL AIRPORT	2022	3	22,384	967	23,351	22,367	960	23,327	23,327	2023-09-14
254	KDEN	DENVER INTL AIRPORT	2022	4	21,708	960	22,668	21,714	949	22,663	22,663	2023-09-14
255	KDEN	DENVER INTL AIRPORT	2022	5	23,210	937	24,147	23,224	933	24,157	24,157	2023-09-14
256	KDEN	DENVER INTL AIRPORT	2022	6	24,190	1,106	25,296	24,176	1,099	25,275	25,275	2023-09-14
257	KDEN	DENVER INTL AIRPORT	2022	7	25,049	1,169	26,218	25,058	1,156	26,214	26,214	2023-09-14
258	KDEN	DENVER INTL AIRPORT	2022	8	25,111	1,124	26,235	25,091	1,105	26,196	26,196	2023-09-14
259	KDEN	DENVER INTL AIRPORT	2022	9	24,670	957	25,627	24,644	956	25,600	25,600	2023-09-14
260	KDEN	DENVER INTL AIRPORT	2022	10	25,068	926	25,994	25,039	925	25,964	25,964	2023-09-14
261	KDEN	DENVER INTL AIRPORT	2022	11	23,388	939	24,327	23,368	942	24,310	24,310	2023-09-14
262	KDEN	DENVER INTL AIRPORT	2022	12	22,510	1,076	23,586	22,459	1,070	23,529	23,529	2023-09-14
263	KDEN	DENVER INTL AIRPORT	2022	TOTAL	277,695	11,893	289,588	277,497	11,822	289,319	289,319	2023-09-14
264	KDEN	DENVER INTL AIRPORT	2023	1	22,878	1,047	23,925	22,862	1,052	23,914	23,914	2023-09-14
265	KDEN	DENVER INTL AIRPORT	2023	2	21,366	909	22,275	21,341	913	22,254	22,254	2023-09-14
266	KDEN	DENVER INTL AIRPORT	2023	3	24,837	1,161	25,998	24,819	1,156	25,975	25,975	2023-09-14
267	KDEN	DENVER INTL AIRPORT	2023	4	23,810	1,181	24,991	23,824	1,162	24,986	24,986	2023-09-14
268	KDEN	DENVER INTL AIRPORT	2023	5	25,171	1,110	26,281	25,174	1,096	26,270	26,270	2023-09-14
269	KDEN	DENVER INTL AIRPORT	2023	TOTAL	118,062	5,408	123,470	118,020	5,379	123,399	123,399	2023-09-14
270	KDFW	DALLAS/FORT WORTH INTL ARPT	2002	10	18,939	497	19,436	18,973	467	19,440	19,440	2023-09-14
271	KDFW	DALLAS/FORT WORTH INTL ARPT	2002	11	17,683	469	18,152	17,661	441	18,102	18,102	2023-09-14
272	KDFW	DALLAS/FORT WORTH INTL ARPT	2002	12	19,168	510	19,678	19,194	470	19,664	19,664	2023-09-14
273	KDFW	DALLAS/FORT WORTH INTL ARPT	2002	TOTAL	190,251	5,090	195,341	190,058	4,957	195,015	195,015	2023-09-14
274	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	1	19,163	531	19,694	19,168	504	19,672	19,672	2023-09-14
275	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	2	16,948	502	17,450	16,988	472	17,460	17,460	2023-09-14
276	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	3	17,813	529	18,342	17,826	496	18,322	18,322	2023-09-14
277	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	4	17,312	511	17,823	17,310	505	17,815	17,815	2023-09-14
278	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	5	17,876	546	18,422	17,782	542	18,324	18,324	2023-09-14
279	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	6	18,866	547	19,413	18,464	545	19,009	19,009	2023-09-14
280	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	7	19,907	582	20,489	19,929	578	20,507	20,507	2023-09-14
281	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	8	19,946	608	20,554	19,951	609	20,560	20,560	2023-09-14
282	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	9	18,745	563	19,308	18,741	562	19,303	19,303	2023-09-14
283	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	10	19,358	537	19,895	19,376	541	19,917	19,917	2023-09-14
284	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	11	18,475	482	18,957	18,428	481	18,909	18,909	2023-09-14
285	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	12	20,086	548	20,634	20,101	545	20,646	20,646	2023-09-14
286	KDFW	DALLAS/FORT WORTH INTL ARPT	2003	TOTAL	224,495	6,486	230,981	224,064	6,380	230,444	230,444	2023-09-14
287	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	1	20,256	561	20,817	20,231	559	20,790	20,790	2023-09-14
288	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	2	19,489	534	20,023	19,450	532	19,982	19,982	2023-09-14
289	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	3	21,862	596	22,458	21,823	598	22,421	22,421	2023-09-14
290	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	4	20,889	558	21,447	20,880	554	21,434	21,434	2023-09-14
291	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	5	21,546	603	22,149	21,516	596	22,112	22,112	2023-09-14
292	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	6	22,032	566	22,598	22,003	567	22,570	22,570	2023-09-14
293	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	7	23,002	582	23,584	22,988	579	23,567	23,567	2023-09-14
294	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	8	22,980	578	23,558	22,948	573	23,521	23,521	2023-09-14
295	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	9	20,845	498	21,343	20,843	475	21,318	21,318	2023-09-14
296	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	10	20,788	533	21,321	20,799	506	21,305	21,305	2023-09-14
297	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	11	19,399	533	19,932	19,376	529	19,905	19,905	2023-09-14
298	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	12	20,956	623	21,579	20,958	622	21,580	21,580	2023-09-14
299	KDFW	DALLAS/FORT WORTH INTL ARPT	2004	TOTAL	254,044	6,765	260,809	253,815	6,690	260,505	260,505	2023-09-14
300	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	1	20,242	648	20,890	20,199	651	20,850	20,850	2023-09-14
301	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	2	18,791	580	19,371	18,805	584	19,389	19,389	2023-09-14
302	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	3	21,553	661	22,214	21,559	658	22,217	22,217	2023-09-14
303	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	4	19,719	648	20,367	19,723	645	20,368	20,368	2023-09-14
304	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	5	21,570	698	22,268	21,579	694	22,273	22,273	2023-09-14
305	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	6	22,204	689	22,893	22,217	685	22,902	22,902	2023-09-14
306	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	7	23,349	661	24,010	23,377	655	24,032	24,032	2023-09-14
307	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	8	23,350	638	23,988	23,318	639	23,957	23,957	2023-09-14
308	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	9	21,250	522	21,772	21,190	496	21,686	21,686	2023-09-14
309	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	10	21,136	574	21,710	21,141	549	21,690	21,690	2023-09-14
310	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	11	19,832	530	20,362	19,814	521	20,335	20,335	2023-09-14
311	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	12	21,103	672	21,775	21,099	662	21,761	21,761	2023-09-14
312	KDFW	DALLAS/FORT WORTH INTL ARPT	2005	TOTAL	254,099	7,521	261,620	254,021	7,439	261,460	261,460	2023-09-14
313	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	1	21,711	738	22,449	21,655	737	22,392	22,392	2023-09-14
314	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	2	20,027	673	20,700	20,016	669	20,685	20,685	2023-09-14
315	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	3	22,762	809	23,571	22,727	809	23,536	23,536	2023-09-14
316	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	4	21,479	760	22,239	21,489	757	22,246	22,246	2023-09-14
317	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	5	23,367	749	24,116	23,362	750	24,112	24,112	2023-09-14
318	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	6	23,546	818	24,364	23,512	833	24,345	24,345	2023-09-14
319	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	7	24,605	845	25,450	24,559	879	25,438	25,438	2023-09-14
320	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	8	25,167	790	25,957	25,123	819	25,942	25,942	2023-09-14
321	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	9	22,798	766	23,564	22,754	769	23,523	23,523	2023-09-14
322	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	10	23,229	796	24,025	23,234	765	23,999	23,999	2023-09-14
323	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	11	21,759	814	22,573	21,763	816	22,579	22,579	2023-09-14
324	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	12	20,658	891	21,549	20,666	887	21,553	21,553	2023-09-14
325	KDFW	DALLAS/FORT WORTH INTL ARPT	2006	TOTAL	271,108	9,449	280,557	270,860	9,490	280,350	280,350	2023-09-14
326	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	1	22,979	958	23,937	22,949	960	23,909	23,909	2023-09-14
327	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	2	20,746	876	21,622	20,727	860	21,587	21,587	2023-09-14
328	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	3	24,144	1,046	25,190	24,168	1,047	25,215	25,215	2023-09-14
329	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	4	22,761	988	23,749	22,779	989	23,768	23,768	2023-09-14
330	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	5	23,680	1,036	24,716	23,678	1,029	24,707	24,707	2023-09-14
331	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	6	23,613	1,020	24,633	23,592	1,042	24,634	24,634	2023-09-14
332	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	7	25,104	964	26,068	25,066	991	26,057	26,057	2023-09-14
333	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	8	25,134	958	26,092	25,078	983	26,061	26,061	2023-09-14
334	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	9	22,946	857	23,803	22,908	889	23,797	23,797	2023-09-14
335	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	10	23,778	941	24,719	23,737	963	24,700	24,700	2023-09-14
336	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	11	22,659	964	23,623	22,643	964	23,607	23,607	2023-09-14
337	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	12	23,021	1,106	24,127	22,979	1,104	24,083	24,083	2023-09-14
338	KDFW	DALLAS/FORT WORTH INTL ARPT	2007	TOTAL	280,565	11,714	292,279	280,304	11,821	292,125	292,125	2023-09-14
339	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	1	23,175	992	24,167	23,094	990	24,084	24,084	2023-09-14
340	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	2	22,372	894	23,266	22,316	889	23,205	23,205	2023-09-14
341	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	3	23,883	1,014	24,897	23,863	1,008	24,871	24,871	2023-09-14
342	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	4	23,501	978	24,479	23,477	973	24,450	24,450	2023-09-14
343	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	5	24,730	975	25,705	24,688	973	25,661	25,661	2023-09-14
344	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	6	25,004	978	25,982	24,972	1,002	25,974	25,974	2023-09-14
345	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	7	25,866	932	26,798	25,799	948	26,747	26,747	2023-09-14
346	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	8	25,444	936	26,380	25,372	955	26,327	26,327	2023-09-14
347	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	9	22,436	881	23,317	22,403	877	23,280	23,280	2023-09-14
348	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	10	23,032	866	23,898	23,006	866	23,872	23,872	2023-09-14
349	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	11	21,712	860	22,572	21,661	857	22,518	22,518	2023-09-14
350	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	12	22,965	986	23,951	22,904	980	23,884	23,884	2023-09-14
351	KDFW	DALLAS/FORT WORTH INTL ARPT	2008	TOTAL	284,120	11,292	295,412	283,555	11,318	294,873	294,873	2023-09-14
352	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	1	22,812	1,008	23,820	22,742	1,005	23,747	23,747	2023-09-14
353	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	2	21,165	951	22,116	21,128	947	22,075	22,075	2023-09-14
354	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	3	23,905	1,058	24,963	23,847	1,048	24,895	24,895	2023-09-14
355	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	4	22,293	1,017	23,310	22,255	1,018	23,273	23,273	2023-09-14
356	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	5	23,269	863	24,132	23,227	865	24,092	24,092	2023-09-14
357	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	6	24,609	898	25,507	24,582	885	25,467	25,467	2023-09-14
358	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	7	25,542	1,025	26,567	25,492	1,017	26,509	26,509	2023-09-14
359	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	8	25,328	1,023	26,351	25,303	1,020	26,323	26,323	2023-09-14
360	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	9	22,643	871	23,514	22,599	857	23,456	23,456	2023-09-14
361	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	10	22,816	895	23,711	22,757	888	23,645	23,645	2023-09-14
362	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	11	22,021	864	22,885	21,986	863	22,849	22,849	2023-09-14
363	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	12	23,339	995	24,334	23,288	992	24,280	24,280	2023-09-14
364	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	TOTAL	279,742	11,468	291,210	279,206	11,405	290,611	290,611	2023-09-14
365	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	1	23,220	1,023	24,243	23,195	1,022	24,217	24,217	2023-09-14
366	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	2	21,482	1,005	22,487	21,429	1,007	22,436	22,436	2023-09-14
367	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	3	24,296	1,170	25,466	24,261	1,167	25,428	25,428	2023-09-14
368	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	4	23,248	1,096	24,344	23,269	1,085	24,354	24,354	2023-09-14
369	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	5	24,086	1,031	25,117	24,040	1,026	25,066	25,066	2023-09-14
370	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	6	24,963	980	25,943	24,925	970	25,895	25,895	2023-09-14
371	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	7	26,184	1,009	27,193	26,158	995	27,153	27,153	2023-09-14
372	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	8	26,281	973	27,254	26,234	965	27,199	27,199	2023-09-14
373	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	9	24,380	863	25,243	24,334	855	25,189	25,189	2023-09-14
374	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	10	24,773	908	25,681	24,731	901	25,632	25,632	2023-09-14
375	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	11	23,227	798	24,025	23,185	796	23,981	23,981	2023-09-14
376	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	12	24,271	950	25,221	24,235	944	25,179	25,179	2023-09-14
377	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	TOTAL	290,411	11,806	302,217	289,996	11,733	301,729	301,729	2023-09-14
378	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	1	23,118	1,007	24,125	23,116	997	24,113	24,113	2023-09-14
379	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	2	21,641	932	22,573	21,585	927	22,512	22,512	2023-09-14
380	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	3	25,319	1,065	26,384	25,292	1,061	26,353	26,353	2023-09-14
381	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	4	23,699	1,035	24,734	23,664	1,026	24,690	24,690	2023-09-14
382	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	5	24,677	931	25,608	24,623	928	25,551	25,551	2023-09-14
383	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	6	25,834	880	26,714	25,832	874	26,706	26,706	2023-09-14
384	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	7	26,345	892	27,237	26,351	880	27,231	27,231	2023-09-14
385	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	8	26,850	893	27,743	26,823	892	27,715	27,715	2023-09-14
386	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	9	23,744	793	24,537	23,730	792	24,522	24,522	2023-09-14
387	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	10	23,628	819	24,447	23,597	817	24,414	24,414	2023-09-14
388	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	11	22,191	769	22,960	22,179	768	22,947	22,947	2023-09-14
389	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	12	23,606	875	24,481	23,584	872	24,456	24,456	2023-09-14
390	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	TOTAL	290,652	10,891	301,543	290,376	10,834	301,210	301,210	2023-09-14
391	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	1	22,701	895	23,596	22,678	894	23,572	23,572	2023-09-14
392	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	2	21,323	862	22,185	21,309	856	22,165	22,165	2023-09-14
393	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	3	24,178	989	25,167	24,180	982	25,162	25,162	2023-09-14
394	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	4	22,541	919	23,460	22,532	920	23,452	23,452	2023-09-14
395	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	5	23,623	904	24,527	23,578	902	24,480	24,480	2023-09-14
396	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	6	24,841	865	25,706	24,818	859	25,677	25,677	2023-09-14
397	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	7	26,174	886	27,060	26,147	884	27,031	27,031	2023-09-14
398	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	8	26,031	858	26,889	25,995	857	26,852	26,852	2023-09-14
399	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	9	23,201	772	23,973	23,172	763	23,935	23,935	2023-09-14
400	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	10	23,710	782	24,492	23,695	773	24,468	24,468	2023-09-14
401	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	11	22,338	751	23,089	22,335	753	23,088	23,088	2023-09-14
402	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	12	23,202	919	24,121	23,187	929	24,116	24,116	2023-09-14
403	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	TOTAL	283,863	10,402	294,265	283,626	10,372	293,998	293,998	2023-09-14
404	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	1	21,840	930	22,770	21,792	937	22,729	22,729	2023-09-14
405	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	2	19,607	843	20,450	19,588	841	20,429	20,429	2023-09-14
406	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	3	22,737	1,018	23,755	22,729	1,023	23,752	23,752	2023-09-14
407	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	4	21,543	924	22,467	21,522	928	22,450	22,450	2023-09-14
408	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	5	22,790	908	23,698	22,775	899	23,674	23,674	2023-09-14
409	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	6	23,085	947	24,032	23,044	945	23,989	23,989	2023-09-14
410	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	7	24,345	1,015	25,360	24,310	1,007	25,317	25,317	2023-09-14
411	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	8	23,782	956	24,738	23,778	958	24,736	24,736	2023-09-14
412	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	9	22,359	858	23,217	22,339	843	23,182	23,182	2023-09-14
413	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	10	22,735	864	23,599	22,722	864	23,586	23,586	2023-09-14
414	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	11	20,923	841	21,764	20,905	834	21,739	21,739	2023-09-14
415	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	12	21,903	993	22,896	21,933	985	22,918	22,918	2023-09-14
416	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	TOTAL	267,649	11,097	278,746	267,437	11,064	278,501	278,501	2023-09-14
417	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	1	20,082	1,048	21,130	20,039	1,052	21,091	21,091	2023-09-14
418	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	2	18,545	987	19,532	18,522	982	19,504	19,504	2023-09-14
419	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	3	21,712	1,168	22,880	21,608	1,165	22,773	22,773	2023-09-14
420	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	4	20,125	1,037	21,162	20,036	1,034	21,070	21,070	2023-09-14
421	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	5	21,776	1,016	22,792	21,660	1,010	22,670	22,670	2023-09-14
422	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	6	22,632	999	23,631	22,566	983	23,549	23,549	2023-09-14
423	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	7	23,919	979	24,898	23,914	971	24,885	24,885	2023-09-14
424	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	8	23,399	931	24,330	23,424	889	24,313	24,313	2023-09-14
425	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	9	22,103	834	22,937	22,095	832	22,927	22,927	2023-09-14
426	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	10	22,557	861	23,418	22,559	860	23,419	23,419	2023-09-14
427	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	11	20,008	853	20,861	20,055	846	20,901	20,901	2023-09-14
428	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	12	20,945	989	21,934	20,932	989	21,921	21,921	2023-09-14
429	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	TOTAL	257,803	11,702	269,505	257,410	11,613	269,023	269,023	2023-09-14
430	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	1	19,441	984	20,425	19,448	977	20,425	20,425	2023-09-14
431	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	2	17,609	905	18,514	17,633	898	18,531	18,531	2023-09-14
432	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	3	21,473	933	22,406	21,469	931	22,400	22,400	2023-09-14
433	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	4	20,070	840	20,910	20,071	837	20,908	20,908	2023-09-14
434	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	5	20,731	792	21,523	20,711	795	21,506	21,506	2023-09-14
435	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	6	21,261	763	22,024	21,269	758	22,027	22,027	2023-09-14
436	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	7	22,157	779	22,936	22,158	771	22,929	22,929	2023-09-14
437	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	8	22,102	758	22,860	22,105	756	22,861	22,861	2023-09-14
438	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	9	20,453	649	21,102	20,443	647	21,090	21,090	2023-09-14
439	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	10	21,385	711	22,096	21,384	709	22,093	22,093	2023-09-14
440	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	11	19,998	781	20,779	19,987	769	20,756	20,756	2023-09-14
